X 	 Y 
-2.0	-2.15027266612
-1.91836734694	-2.11468220904
-1.83673469388	1.2410747292
-1.75510204082	-0.799315582535
-1.67346938776	-0.262842889986
-1.59183673469	0.599457604731
-1.51020408163	0.975419804044
-1.42857142857	0.550577088002
-1.34693877551	2.68615502499
-1.26530612245	3.21657781799
-1.18367346939	1.22949620802
-1.10204081633	1.84712895907
-1.02040816327	2.15994283772
-0.938775510204	1.58848319631
-0.857142857143	2.99711489833
-0.775510204082	3.09514014082
-0.69387755102	1.13646535452
-0.612244897959	1.58685489902
-0.530612244898	0.818991410352
-0.448979591837	0.706445088743
-0.367346938776	0.610952720644
-0.285714285714	1.53798390016
-0.204081632653	2.56522010563
-0.122448979592	1.40558748966
-0.0408163265306	0.975701031641
0.0408163265306	0.356058079766
0.122448979592	0.226058761559
0.204081632653	1.21504715336
0.285714285714	-0.672812605143
0.367346938776	0.0601018085122
0.448979591837	-0.510555684755
0.530612244898	0.639637153453
0.612244897959	-0.356836841969
0.69387755102	-0.681765962275
0.775510204082	-0.745160286213
0.857142857143	-1.58637428828
0.938775510204	0.281046358057
1.02040816327	-2.16641432389
1.10204081633	-0.596655639437
1.18367346939	-1.44878492174
1.26530612245	-0.676128589278
1.34693877551	-1.35312062974
1.42857142857	0.49831921394
1.51020408163	-0.241283387312
1.59183673469	0.374957031431
1.67346938776	2.22669266917
1.75510204082	1.95692298214
1.83673469388	2.32456830937
1.91836734694	2.22241562897
2.0	2.4123680135
